id,name,capacity,grass,city,state,zip,country_code,location,elevation,year_constructed,dome,location/x,location/y
3799,Lane Stadium,66233,FALSE,Blacksburg,VA,24061,US,,632.2631226,1965,FALSE,37.2199873,-80.4180643
3801,LaVell Edwards Stadium,63725,FALSE,Provo,UT,84602,US,,1412.097046,1964,FALSE,40.2575347,-111.6545247
3802,Lawrence A. Wien Stadium,17000,,Manhattan,NY,,US,,10.95070267,1984,FALSE,40.8732697,-73.9164594
3803,Legion Field,71594,FALSE,Birmingham,AL,35294,US,,174.6382141,1927,FALSE,33.511389,-86.842778
36,Leonidoff Field,5000,,Poughkeepsie,NY,,US,,24.94474983,1968,FALSE,41.7191409,-73.9329549
4738,Levi's Stadium,68500,FALSE,Santa Clara,CA,,US,,4.531901836,2014,FALSE,37.403,-121.97
3805,Liberty Bowl Memorial Stadium,62380,FALSE,Memphis,TN,38152,US,,90.62445831,1965,FALSE,35.1209429,-89.977147
3806,Lincoln Financial Field,68532,FALSE,Philadelphia,PA,19122,US,,3.198706865,2003,FALSE,39.9007995,-75.1675414
477,Los Angeles Memorial Coliseum,93607,TRUE,Los Angeles,CA,90089,US,,42.50374222,1923,FALSE,34.014167,-118.287778
3809,Louis Crews Stadium,21000,,Huntsville,AL,,US,,214.9181061,1996,FALSE,34.7835363,-86.5784132
3811,Lubbers Stadium,10444,,Allendale,MI,,US,,205.8,1973,FALSE,,
3812,Lucas Oil Stadium,70000,FALSE,Indianapolis,IN,46225,US,,216.3370361,2008,FALSE,39.760056,-86.163806
3816,Mackay Stadium,26000,FALSE,Reno,NV,89557,US,,1406.57605,1966,FALSE,39.5469459,-119.8175435
3817,Malone Stadium,30427,FALSE,Monroe,LA,71209,US,,22.998209,1978,FALSE,32.5308089,-92.0660602
3779,Manning Field at John L. Guidry Stadium,10500,,Thibodaux,LA,,US,,3.23726368,1972,FALSE,29.7867254,-90.80455
4223,Marlins Park,34000,TRUE,Miami,FL,,US,,1.853350639,2012,FALSE,25.778056,-80.219722
3820,Martin Stadium,32248,FALSE,Pullman,WA,99164,US,,773.9526367,1972,FALSE,46.731831,-117.1604991
3665,Maryland Stadium,51802,FALSE,College Park,MD,20742,US,,32.68748093,1950,FALSE,38.9903332,-76.9473792
4727,McLane Stadium,45140,FALSE,Waco,TX,,US,,117.0538101,2014,FALSE,31.5582015,-97.1156702
3824,Meade Stadium,5180,,Kingston,RI,,US,,32.68801498,1928,FALSE,41.4879984,-71.5347458
3826,Memorial Field,15000,,Hanover,NH,,US,,152.3080139,1923,FALSE,43.701302,-72.2842781
3834,Memorial Stadium,86047,FALSE,Lincoln,NE,68588,US,,354.9318848,1923,FALSE,40.820682,-96.705594
3829,Memorial Stadium,12464,FALSE,Terre Haute,IN,47809,US,,155.5213165,1925,FALSE,39.4746858,-87.3669599
3836,Memorial Stadium,81500,FALSE,Clemson,SC,29634,US,,205.6452179,1942,FALSE,34.6787737,-82.8432428
3830,Memorial Stadium,52959,FALSE,Bloomington,IN,47408,US,,231.6500854,1960,FALSE,39.1808959,-86.5256217
3833,Memorial Stadium,50071,FALSE,Lawrence,KS,66045,US,,274.855957,1921,FALSE,38.9629418,-95.2463686
3832,Memorial Stadium,60670,FALSE,Champaign,IL,61820,US,,223.2471619,1923,FALSE,40.0993268,-88.2359569
5348,Mercedes-Benz Stadium,71000,FALSE,Atlanta,GA,30313,US,,307.9,2017,FALSE,,
3493,Mercedes-Benz Superdome,76468,FALSE,New Orleans,LA,70112,US,,0.508185744,1975,FALSE,29.950833,-90.081111
3839,MetLife Stadium,82566,FALSE,East Rutherford,NJ,,US,,1.68149209,2010,FALSE,40.813611,-74.074444
3558,Michigan Stadium,107601,FALSE,Ann Arbor,MI,48109,US,,255.5500031,1927,FALSE,42.2658365,-83.7486956
3976,Mississippi Veterans Memorial Stadium,60492,,Jackson,MS,,US,,108.4067383,1941,FALSE,32.3300053,-90.1795578
3815,M. M. Roberts Stadium,36000,FALSE,Hattiesburg,MS,39402,US,,64.52726746,1932,FALSE,31.3289321,-89.3318118
4014,Moretz Stadium,8500,,Hickory,NC,,US,,351.6,1924,FALSE,,
3842,Mountaineer Field at Milan Puskar Stadium,60000,FALSE,Morgantown,WV,26507,US,,327.409668,1980,FALSE,39.6502744,-79.9551873
3814,M&T Bank Stadium,71008,FALSE,Baltimore,MD,,US,,2.961556435,1998,FALSE,39.278056,-76.622778
3848,Multi-Sport Stadium,1200,,Worcester,MA,,US,,203.4,2005,FALSE,,
3850,Municipal Stadium,10000,FALSE,Daytona Beach,FL,32114,US,,9.516305923,1979,FALSE,29.173466,-81.117511
3851,Mustang Stadium,3500,,Stevenson,MD,,US,,154,2012,FALSE,,
3852,Navy-Marine Corps Memorial Stadium,34000,TRUE,Annapolis,MD,21402,US,,10.74990082,1959,FALSE,38.9846985,-76.5076335
5083,New Turner Stadium,4400,,Upland,IN,,US,,282.0274963,2012,FALSE,40.456848,-85.501181
3853,Neyland Stadium,102455,FALSE,Knoxville,TN,37996,US,,271.9517212,1921,FALSE,35.9550131,-83.9250128
3854,Nippert Stadium,40000,FALSE,Cincinnati,OH,45221,US,,230.0660553,1915,FALSE,39.1312495,-84.5161913
3810,Nissan Stadium,68798,FALSE,Nashville,TN,37209,US,,121.0412598,1999,FALSE,36.166479,-86.7712898
3855,Notre Dame Stadium,80795,FALSE,Notre Dame,IN,46556,US,,222.645401,1930,FALSE,41.698378,-86.2339425
3856,Nottingham Field,8533,,Greeley,CO,,US,,1455.349976,1995,FALSE,40.403493,-104.705139
3891,NRG Stadium,72220,TRUE,Houston,TX,77054,US,,15.19169617,2002,FALSE,29.684722,-95.410833
3858,O'Brien Stadium,10000,,Charleston,IL,,US,,212.9662933,1970,FALSE,39.4804965,-88.1811618
3861,Ohio Stadium,104944,FALSE,Columbus,OH,43210,US,,216.6770325,1922,FALSE,40.0016447,-83.0197266
3862,O'Kelly-Riddick Stadium,10000,,Durham,NC,,US,,96.73323059,1975,FALSE,35.9738646,-78.896969
3864,Oliver C. Dawson Stadium,22000,,Orangeburg,SC,,US,,67.29846191,1955,FALSE,33.4986313,-80.8446857
3868,Paladin Stadium,16000,,Greenville,SC,,US,,303.2829285,1981,FALSE,34.920192,-82.4370917
5238,Panther Stadium,15000,,Prairie View,TX,,US,,77.36286926,2016,FALSE,30.0937874,-95.9960913
